"","year","ICB_CODE","ICB_NAME","indicator","corr_coeff","logic","quin_1","2","3","4","quin_5","NA"
"99","2022","QM7","NHS Hertfordshire and West Essex ICB","TOTAL_GP_FTE",-0.512747633399119,TRUE,6.37672495366911,5.3403370551543,5.71489906154588,6.54004206494062,4.34313879057814,NA
"100","2022","QM7","NHS Hertfordshire and West Essex ICB","TOTAL_GP_EXTG_FTE",-0.621938812414628,TRUE,4.42109870868899,4.65671641791045,4.80566379173741,4.3293719190291,3.90418953997855,NA
"101","2022","QM7","NHS Hertfordshire and West Essex ICB","TOTAL_NURSES_FTE",0.572490393052451,TRUE,1.81802135733828,1.58102766798419,1.6858153301083,2.06492098672323,1.92089086519739,NA
"102","2022","QM7","NHS Hertfordshire and West Essex ICB","TOTAL_DPC_FTE",-0.611875916244271,TRUE,1.5503877211292,1.28316171013377,0.961112277276226,0.873919206133545,1.23209611080231,NA
"103","2022","QM7","NHS Hertfordshire and West Essex ICB","TOTAL_ADMIN_FTE",0.433116380952002,TRUE,10.2918586789555,9.96007195603528,10.9733868027707,11.4572777643086,10.3634218677531,NA
"104","2022","QM7","NHS Hertfordshire and West Essex ICB","TOTAL_GP_TR_GR",-0.377631611201376,TRUE,2.133333333,0,1.066666667,1.8666666665,0,NA
"105","2022","QM7","NHS Hertfordshire and West Essex ICB","total_locum_gp",NA,NA,0,0,0,0,0,NA
"106","2022","QMF","NHS North East London ICB","TOTAL_GP_FTE",0.186863424308244,FALSE,4.57603185805151,4.36909341359168,3.94412489728841,4.61324363066664,4.62428070193956,0
"107","2022","QMF","NHS North East London ICB","TOTAL_GP_EXTG_FTE",0.253304964967441,TRUE,4.01972313668202,3.5922032860496,3.36878095406893,3.7480610570089,4.20960392171011,0
"108","2022","QMF","NHS North East London ICB","TOTAL_NURSES_FTE",0.534983585304606,TRUE,1.43384593289601,1.04123088411658,1.15293319684639,1.5460954290688,1.59581099358688,0
"109","2022","QMF","NHS North East London ICB","TOTAL_DPC_FTE",0.993503065830618,TRUE,0.567807350570342,0.704359413192461,1.03493254712767,1.29918800749532,1.49896993287875,0
"110","2022","QMF","NHS North East London ICB","TOTAL_ADMIN_FTE",0.630294747544792,TRUE,9.21761224269454,8.29708932753429,8.9521100056899,9.69515257512349,9.67195449445168,0
"111","2022","QMF","NHS North East London ICB","TOTAL_GP_TR_GR",NA,NA,0,0,0,0,0,0
"112","2022","QMF","NHS North East London ICB","total_locum_gp",NA,NA,0,0,0,0,0,0
"113","2022","QMJ","NHS North Central London ICB","TOTAL_GP_FTE",-0.812851216697875,TRUE,5.49492480535119,4.89137181936685,5.15836170458063,5.0242825584227,4.36292570276356,NA
"114","2022","QMJ","NHS North Central London ICB","TOTAL_GP_EXTG_FTE",-0.536447961988037,TRUE,4.25213941297653,4.52868777582996,3.95444700586879,4.01843413044519,4.12127692702663,NA
"115","2022","QMJ","NHS North Central London ICB","TOTAL_NURSES_FTE",0.892315829012977,TRUE,1.10306908682792,1.1224637505962,1.30120867359794,1.30899422150637,1.31078951745021,NA
"116","2022","QMJ","NHS North Central London ICB","TOTAL_DPC_FTE",0.720917500171667,TRUE,0.821757929253621,0.456038975193824,0.621388181196794,0.92843024520912,1.44399324093771,NA
"117","2022","QMJ","NHS North Central London ICB","TOTAL_ADMIN_FTE",0.693434214306254,TRUE,8.74733944068899,9.50093408326661,9.0625,8.99347645018057,10.7186460633406,NA
"118","2022","QMJ","NHS North Central London ICB","TOTAL_GP_TR_GR",-0.577350269189626,TRUE,1.066666667,0,1.066666667,0,0,0
"119","2022","QMJ","NHS North Central London ICB","total_locum_gp",NA,NA,0,0,0,0,0,NA
"120","2022","QMM","NHS Norfolk and Waveney ICB","TOTAL_GP_FTE",0.384146270441152,TRUE,5.30374420131584,5.78778147411861,6.19084187601793,6.17726377168513,5.57609365411275,NA
"121","2022","QMM","NHS Norfolk and Waveney ICB","TOTAL_GP_EXTG_FTE",0.106439309172436,FALSE,4.47613335922343,4.84194052087494,5.12357575426391,4.8392955289507,4.56389859828854,NA
"122","2022","QMM","NHS Norfolk and Waveney ICB","TOTAL_NURSES_FTE",-0.389814525782159,TRUE,3.66637194252874,4.48455527834945,3.72908216863301,3.43359539882459,3.70046031188953,NA
"123","2022","QMM","NHS Norfolk and Waveney ICB","TOTAL_DPC_FTE",-0.94091358751366,TRUE,5.7514351442386,5.2836039793888,5.31159257698573,4.57973855379417,3.6071525124551,NA
"124","2022","QMM","NHS Norfolk and Waveney ICB","TOTAL_ADMIN_FTE",-0.174653795035076,FALSE,14.1968356953759,14.6187683477888,15.2855964798741,16.2785702776669,12.6164900690708,NA
"125","2022","QMM","NHS Norfolk and Waveney ICB","TOTAL_GP_TR_GR",0.916270832567585,TRUE,0,0,0.853333333,1.066666667,1.066666666,0
"126","2022","QMM","NHS Norfolk and Waveney ICB","total_locum_gp",NA,NA,0,0,0,0,0,NA
"127","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","TOTAL_GP_FTE",-0.665719809963171,TRUE,5.68859588930092,5.50732410276442,6.17490607521482,5.43496525080933,4.09443842565005,NA
"128","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","TOTAL_GP_EXTG_FTE",-0.776465712896998,TRUE,4.61372500248942,4.63053618624889,4.12876588542675,4.50283801742377,3.2597623089983,NA
"129","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","TOTAL_NURSES_FTE",-0.423076863007285,TRUE,2.75071633237822,2.91013423455272,2.4559967253377,2.14500216983957,2.72995191561967,NA
"130","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","TOTAL_DPC_FTE",-0.922241551747051,TRUE,2.43414029731573,2.19304412548715,2.17951550033135,1.4714920961432,1.5350175887432,NA
"131","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","TOTAL_ADMIN_FTE",-0.554548247847729,TRUE,12.3489762209081,13.174713213789,12.1573301549464,12.5995391647963,11.6527162309207,NA
"132","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","TOTAL_GP_TR_GR",-0.866025403784439,TRUE,1.066666667,1.066666666,1.066666667,0.64,0,0
"133","2022","QNC","NHS Staffordshire and Stoke-on-Trent ICB","total_locum_gp",NA,NA,0,0,0,0,0,NA
"134","2022","QNQ","NHS Frimley ICB","TOTAL_GP_FTE",-0.985593484493428,TRUE,5.66614798519075,5.30323734452159,4.99609680008516,4.49594438006952,3.79671364885168,NA
"135","2022","QNQ","NHS Frimley ICB","TOTAL_GP_EXTG_FTE",-0.930352625979669,TRUE,4.4265877215056,4.49227276966355,4.22240422331422,3.52875488553881,3.378158902748,NA
"136","2022","QNQ","NHS Frimley ICB","TOTAL_NURSES_FTE",-0.857189825502291,TRUE,2.22761160468876,1.81035320265975,2.08550573514077,1.39693862371823,1.39079741848844,NA
"137","2022","QNQ","NHS Frimley ICB","TOTAL_DPC_FTE",-0.136925130868997,FALSE,1.34698275862069,1.07302533532042,1.29754831694325,1.15207591808429,1.2591815320042,NA
"138","2022","QNQ","NHS Frimley ICB","TOTAL_ADMIN_FTE",-0.147730553513963,FALSE,9.55830137729016,10.1516045087604,9.99555601169111,8.96713614964789,9.92907801548096,NA
"139","2022","QNQ","NHS Frimley ICB","TOTAL_GP_TR_GR",-0.834279765617827,TRUE,1.706666666,0.32,0.64,0,0,NA
"140","2022","QNQ","NHS Frimley ICB","total_locum_gp",0.707106781186548,TRUE,0,0,0,0,0.716640389852372,NA
"141","2022","QNX","NHS Sussex ICB","TOTAL_GP_FTE",-0.846432559778158,TRUE,5.15109382352611,5.59929594820274,4.92246066029933,4.66817880348868,4.3251980301196,NA
"142","2022","QNX","NHS Sussex ICB","TOTAL_GP_EXTG_FTE",-0.855368746709718,TRUE,4.43830765500097,4.61176516796639,4.41775352323167,4.12006893728332,3.51461621883726,NA
"143","2022","QNX","NHS Sussex ICB","TOTAL_NURSES_FTE",0.970152690079887,TRUE,1.88034215892635,2.47873359219199,2.64387646023861,2.82821724729958,3.44912164603407,NA
"144","2022","QNX","NHS Sussex ICB","TOTAL_DPC_FTE",0.336293095878162,TRUE,1.91628207104662,3.28899069068805,3.0670661104338,2.25550660792952,3.06825297432686,NA
"145","2022","QNX","NHS Sussex ICB","TOTAL_ADMIN_FTE",0.703580563438475,TRUE,11.9958103508856,13.3287530058399,13.0154013810898,13.1498073181917,13.3219083168109,NA
"146","2022","QNX","NHS Sussex ICB","TOTAL_GP_TR_GR",-0.493196962186831,TRUE,0.640000000000001,0.853333333,1.066666666,0.853333333,0,NA
"147","2022","QNX","NHS Sussex ICB","total_locum_gp",NA,NA,0,0,0,0,0,NA
"148","2022","QOC","NHS Shropshire, Telford and Wrekin ICB","TOTAL_GP_FTE",-0.555080609662861,TRUE,6.87453042824944,6.22788393418259,6.17736996372085,7.31666386977681,4.32634032587413,NA
"149","2022","QOC","NHS Shropshire, Telford and Wrekin ICB","TOTAL_GP_EXTG_FTE",-0.655457205825503,TRUE,5.50276043035569,5.15701903436561,5.39244031076349,5.52263834544438,3.93097643150253,NA
